,Player,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,Height_cm,BODY FAT %,"
            HAND LENGTH (inches)
          ",HAND WIDTH (inches),STANDING REACH,WINGSPAN
1522,Michel Morandais,,,,,2004,,,,8.60%,-,-,8' 6'',6' 11.5''
1523,Misan Nikagbatse,,,,,2004,,,,12.90%,-,-,8' 6'',6' 10''
1524,Randall Orr,,,,,2004,,,,6.70%,-,-,8' 11.5'',6' 10.5''
1525,Dylan Page,,,,,2004,,,,12.30%,-,-,8' 9'',6' 7''
1526,Rickey Paulding,,,,,2004,,,,5.30%,-,-,8' 5.5'',6' 9.5''
1527,Kelvin Pena,,,,,2004,,,,8.60%,-,-,8' 3.5'',6' 6.5''
1528,Tim Pickett,,,,,2004,,,,6.00%,-,-,8' 4.5'',6' 7.5''
1529,Omar Quintero,,,,,2004,,,,14.10%,-,-,7' 8.5'',5' 11.5''
1530,Peter Ramos,,,,,2004,,,,6.70%,-,-,9' 3.5'',7' 5.5''
1531,Jared Reiner,,,,,2004,,,,12.90%,-,-,9' 1'',7' 0.5''
1534,Aerick Sanders,,,,,2004,,,,6.70%,-,-,8' 10'',6' 11.5''
1535,Romain Sato,,,,,2004,,,,6.00%,-,-,8' 6.5'',6' 11''
1536,Blagota Sekulic,,,,,2004,,,,9.30%,-,-,8' 11'',6' 11''
1537,J.R. Smith,,,,,2004,,,,6.70%,-,-,8' 8'',6' 10''
1539,Blake Stepp,,,,,2004,,,,8.00%,-,-,,
1540,Tom Timmerrmans,,,,,2004,,,,15.20%,-,-,8' 11.5'',6' 11''
1541,Marko Tomas,,,,,2004,,,,9.30%,-,-,8' 7.5'',6' 7''
1542,Damien Wilkins,,,,,2004,,,,7.30%,-,-,8' 10'',7' 0''
1543,Mike Williams,,,,,2004,,,,9.30%,-,-,8' 9.5'',6' 11.5''
1544,Nate Williams,,,,,2004,,,,12.40%,-,-,9' 1.5'',7' 1.5''
1545,Rashad Wright,,,,,2004,,,,8.00%,-,-,8' 2.5'',6' 10''
1546,Deji Akindele,,,,,2005,,,,-%,-,-,9' 0.5'',7' 3''
1547,Mustafa Al-Sayyad,,,,,2005,,,,-%,-,-,,
1548,Nemanja Aleksandrov,,,,,2005,,,,-%,-,-,9' 2'',6' 11''
1549,Alan Anderson,,,,,2005,,,,-%,-,-,8' 8'',6' 9.5''
1550,Sean Banks,,,,,2005,,,,-%,-,-,9' 0'',7' 1''
1551,Eddie Basden,,,,,2005,,,,-%,-,-,8' 5'',6' 10.25''
1552,Mike Bell,,,,,2005,,,,-%,-,-,8' 8.5'',7' 1.5''
1554,Will Bynum,,,,,2005,,,,-%,-,-,7' 9'',6' 3.5''
1555,Marcus Campbell,,,,,2005,,,,-%,-,-,9' 6'',7' 6''
1556,Will Conroy,,,,,2005,,,,-%,-,-,8' 0.5'',6' 3''
1557,Taylor Coppenrath,,,,,2005,,,,-%,-,-,8' 10.5'',6' 11.5''
1558,Daryl Dorsey,,,,,2005,,,,-%,-,-,7' 10'',5' 11.5''
1560,D'Or Fischer,,,,,2005,,,,-%,-,-,9' 2.5'',7' 6''
1561,Eddy Fobbs,,,,,2005,,,,-%,-,-,9' 3.5'',7' 6.75''
1562,Sharrod Ford,,,,,2005,,,,-%,-,-,8' 10'',7' 1.5''
1563,Deng Gai,,,,,2005,,,,-%,-,-,9' 2.5'',7' 4.5''
1564,John Gilchrist,,,,,2005,,,,-%,-,-,8' 0.5'',6' 9.25''
1565,Charles Hayes,,,,,2005,,,,-%,-,-,8' 8.5'',6' 10''
1566,Jared Homan,,,,,2005,,,,-%,-,-,8' 8.5'',7' 1.25''
1567,Dwayne Jones,,,,,2005,,,,-%,-,-,9' 0.5'',7' 2.75''
1568,Mindaugas Katelynas,,,,,2005,,,,-%,-,-,8' 9.5'',6' 11''
1569,Jason Klotz,,,,,2005,,,,-%,-,-,8' 11.5'',6' 10''
1570,Keith Langford,,,,,2005,,,,-%,-,-,8' 5'',6' 9''
1571,David Lucas,,,,,2005,,,,-%,-,-,8' 7.5'',7' 0''
1572,John Lucas III,,,,,2005,,,,-%,-,-,7' 8'',6' 0''
1573,Rawle Marshall,,,,,2005,,,,-%,-,-,8' 8'',7' 1''
1574,Ivan McFarlin,,,,,2005,,,,-%,-,-,8' 9.5'',6' 9''
1575,Juan Mendez,,,,,2005,,,,-%,-,-,8' 10.5'',7' 0''
1576,Aaron Miles,,,,,2005,,,,-%,-,-,7' 10'',6' 3.5''
1577,Ellis Myles,,,,,2005,,,,-%,-,-,8' 9.5'',6' 9.75''
1578,Larry O'Bannon,,,,,2005,,,,-%,-,-,8' 3.5'',6' 6''
1579,Drago Pasalic,,,,,2005,,,,-%,-,-,9' 0.5'',6' 11.75''
1580,Kevin Pittsnogle,,,,,2005,,,,-%,-,-,8' 10'',6' 10.5''
1581,Roger Powell,,,,,2005,,,,-%,-,-,8' 8'',6' 11.5''
1582,Carlos Powell,,,,,2005,,,,-%,-,-,8' 9'',6' 10.75''
1583,Ronnie Price,,,,,2005,,,,-%,-,-,8' 0.5'',6' 5.5''
1584,Anthony Roberson,,,,,2005,,,,-%,-,-,7' 11'',6' 2.75''
1586,Luke Schenscher,,,,,2005,,,,-%,-,-,9' 3.5'',7' 5''
1587,Tre Simmons,,,,,2005,,,,-%,-,-,8' 6.5'',6' 7.5''
1588,David Simon,,,,,2005,,,,-%,-,-,9' 0'',7' 3.5''
1589,Omar Thomas,,,,,2005,,,,-%,-,-,8' 6'',6' 8''
1590,Chris Thomas,,,,,2005,,,,-%,-,-,7' 11'',6' 3''
1591,Jawad Williams,,,,,2005,,,,-%,-,-,8' 10.5'',7' 1.25''
1592,Kenny Adeleke,,,,,2006,,,,10.50%,-,-,8' 8'',6' 10.25''
1594,Lou Amundson,,,,,2006,,,,6.80%,-,-,8' 7.5'',6' 11.5''
1595,Rashad Anderson,,,,,2006,,,,17.30%,-,-,8' 4'',6' 7''
1596,J.P. Batista,,,,,2006,,,,12.00%,-,-,8' 7.5'',6' 10''
1597,Brandon Bowman,,,,,2006,,,,8.40%,-,-,8' 7'',6' 11.5''
1598,Denham Brown,,,,,2006,,,,9.00%,-,-,8' 6.5'',6' 9.5''
1599,Brad Buckman,,,,,2006,,,,10.50%,-,-,8' 11.5'',7' 0''
1600,Nik Caner-Medley,,,,,2006,,,,9.60%,-,-,8' 7'',6' 9''
1601,Keydren Clark,,,,,2006,,,,11.60%,-,-,7' 8.5'',6' 2.5''
1602,Taquan Dean,,,,,2006,,,,3.90%,-,-,8' 2'',6' 6.75''
1603,Terence Dials,,,,,2006,,,,15.80%,-,-,8' 10'',7' 0''
1604,Sean Dockery,,,,,2006,,,,7.30%,-,-,7' 11.5'',6' 4.5''
1605,Torin Francis,,,,,2006,,,,12.40%,-,-,8' 9.5'',7' 1''
1606,Nick George,,,,,2006,,,,6.00%,-,-,8' 7'',6' 10''
1607,Taj Gray,,,,,2006,,,,6.80%,-,-,8' 11'',7' 0.75''
1608,Dan Grunfeld,,,,,2006,,,,10.40%,-,-,8' 3'',6' 6.25''
1609,Matt Haryasz,,,,,2006,,,,9.80%,-,-,8' 11.5'',7' 0.25''
1610,Eric Hicks,,,,,2006,,,,7.10%,-,-,8' 9.5'',7' 1.5''
1611,Tedric Hill,,,,,2006,,,,7.30%,-,-,8' 11'',7' 1''
1612,Daniel Horton,,,,,2006,,,,8.00%,-,-,8' 0.5'',6' 7''
1613,Viktor Keyru,,,,,2006,,,,5.50%,-,-,8' 8'',6' 9.25''
1614,Marco Killingsworth,,,,,2006,,,,19.00%,-,-,8' 8'',7' 3''
1615,Tarence Kinsey,,,,,2006,,,,4.10%,-,-,8' 4.5'',6' 6.75''
1616,Carl Krauser,,,,,2006,,,,8.00%,-,-,8' 1'',6' 6.25''
1617,Chris McCray,,,,,2006,,,,9.60%,-,-,8' 0.5'',6' 5.75''
1618,Gerry McNamara,,,,,2006,,,,12.80%,-,-,7' 8.5'',6' 0.75''
1619,Pops Mensah-Bonsu,,,,,2006,,,,5.80%,-,-,8' 9.5'',7' 0''
1620,Paul Miller,,,,,2006,,,,13.80%,-,-,8' 5.5'',7' 0''
1621,Dwayne Mitchell,,,,,2006,,,,4.50%,-,-,8' 2.5'',6' 6.5''
1622,Yemi Nicholson,,,,,2006,,,,17.20%,-,-,8' 11'',7' 4.25''
1623,Danilo Pinnock,,,,,2006,,,,4.60%,-,-,8' 4.5'',6' 7.5''
1624,Chris Quinn,,,,,2006,,,,5.90%,-,-,7' 10'',6' 5''
1625,Allan Ray,,,,,2006,,,,9.80%,-,-,8' 3.5'',6' 8.5''
1626,Antywane Robinson,,,,,2006,,,,6.90%,-,-,8' 9.5'',7' 2.5''
1627,Marcus Slaughter,,,,,2006,,,,8.50%,-,-,8' 8.5'',6' 11.5''
1629,Michael Southhall,,,,,2006,,,,7.90%,-,-,8' 11.5'',7' 4.25''
1630,Frans Steyn,,,,,2006,,,,12.80%,-,-,9' 1'',7' 2.25''
1631,Curtis Stinson,,,,,2006,,,,6.00%,-,-,8' 1.5'',6' 5''
1632,Joah Tucker,,,,,2006,,,,7.00%,-,-,8' 3.5'',6' 6.5''
1633,Ian Vouyoukas,,,,,2006,,,,14.80%,-,-,9' 0.5'',7' 0.75''
1634,Darius Washington,,,,,2006,,,,9.70%,-,-,8' 0'',6' 4''
1635,CJ Watson,,,,,2006,,,,5.20%,-,-,8' 0'',6' 6''
1637,Justin Williams,,,,,2006,,,,6.50%,-,-,9' 1'',7' 1.5''
1638,Curtis Withers,,,,,2006,,,,5.00%,-,-,8' 5'',6' 10''
1639,Mohamed Abukar,,,,,2007,,,,8.90%,-,-,8' 7'',6' 9''
1640,Mario Boggan,,,,,2007,,,,9.20%,-,-,8' 11'',7' 2''
1641,Craig Bradshaw,,,,,2007,,,,12.10%,-,-,8' 10.5'',7' 1.5''
1642,Bobby Brown,,,,,2007,,,,6.60%,-,-,7' 11.5'',6' 4''
1643,Russell Carter,,,,,2007,,,,6.00%,-,-,8' 1.5'',6' 8.5''
1644,Coleman Collins,,,,,2007,,,,6.20%,-,-,8' 11'',7' 2''
1645,Ryvon Covile,,,,,2007,,,,8.00%,-,-,8' 11.5'',7' 1.25''
1646,Justin Doellman,,,,,2007,,,,7.00%,-,-,8' 9'',6' 8.75''
1647,Zabian Dowdell,,,,,2007,,,,5.10%,-,-,8' 4'',6' 10''
1648,Rashaun Freeman,,,,,2007,,,,11.50%,-,-,8' 8'',6' 11.5''
1649,Caleb Green,,,,,2007,,,,10.90%,-,-,8' 7'',6' 11.75''
1650,Brandon Heath,,,,,2007,,,,9.00%,-,-,7' 10'',6' 7''
1651,Herbert Hill,,,,,2007,,,,5.60%,-,-,9' 0.5'',7' 2.25''
1652,Quinton Hosley,,,,,2007,,,,5.70%,-,-,8' 9'',6' 11.25''
1653,James Hughes,,,,,2007,,,,3.50%,-,-,9' 3'',7' 3''
1654,Jeremy Hunt,,,,,2007,,,,5.20%,-,-,8' 5.5'',6' 8.25''
1655,Ekene Ibekwe,,,,,2007,,,,3.20%,-,-,8' 8'',7' 6''
1656,Dominic James,,,,,2007,,,,4.80%,-,-,7' 9'',6' 2''
1657,Trey Johnson,,,,,2007,,,,5.40%,-,-,8' 2'',6' 5''
1658,Rashad Jones-Jennings,,,,,2007,,,,5.90%,-,-,8' 9.5'',7' 0''
1659,Jared Jordan,,,,,2007,,,,7.00%,-,-,7' 10'',6' 0''
1660,Coby Karl,,,,,2007,,,,5.40%,-,-,8' 3.5'',6' 11''
1661,Antanas Kavaliauskas,,,,,2007,,,,7.70%,-,-,8' 10.5'',6' 10.5''
1662,Marko Lekic,,,,,2007,,,,11.40%,-,-,9' 0.5'',7' 1''
1663,Ron Lewis,,,,,2007,,,,4.50%,-,-,8' 3'',6' 6.5''
1664,Cartier Martin,,,,,2007,,,,5.60%,-,-,8' 7.5'',6' 10''
1665,Sammy Mejia,,,,,2007,,,,8.30%,-,-,8' 9'',6' 11''
1666,Brad Newley,,,,,2007,,,,8.00%,-,-,8' 6.5'',6' 8''
1667,Ivan Radenovic,,,,,2007,,,,9.80%,-,-,8' 10'',6' 11.75''
1668,JR Reynolds,,,,,2007,,,,8.20%,-,-,7' 11'',6' 3.25''
1669,Dustin Salisbery,,,,,2007,,,,6.60%,-,-,8' 4.5'',6' 8''
1670,Blake Schilb,,,,,2007,,,,10.00%,-,-,8' 6.5'',6' 9''
1671,Renaldas Seibutis,,,,,2007,,,,6.10%,-,-,8' 5'',6' 8.75''
1672,Mustafa Shakur,,,,,2007,,,,4.10%,-,-,8' 3'',6' 5.5''
1673,Curtis Sumpter,,,,,2007,,,,5.30%,-,-,8' 8'',6' 9.5''
1674,Yue Sun,,,,,2007,,,,5.10%,-,-,8' 9'',6' 9''
1675,Jamaal Tatum,,,,,2007,,,,5.00%,-,-,7' 9.5'',6' 2.5''
1676,Reyshawn Terry,,,,,2007,,,,8.90%,-,-,8' 7.5'',6' 10''
1677,Anthony Tolliver,,,,,2007,,,,5.70%,-,-,8' 11.5'',7' 2.5''
1678,Ali Traore,,,,,2007,,,,12.10%,-,-,9' 0.5'',7' 4''
1679,Kyle Visser,,,,,2007,,,,10.20%,-,-,9' 0'',6' 11''
1680,Darryl Watkins,,,,,2007,,,,6.90%,-,-,9' 2'',7' 3''
1681,Major Wingate,,,,,2007,,,,6.70%,-,-,9' 1'',7' 4''
1682,DaShaun Wood,,,,,2007,,,,5.40%,-,-,7' 8'',6' 0.75''
1683,Avis Wyatt,,,,,2007,,,,3.30%,-,-,8' 11'',7' 1''
1684,Jianlian Yi,,,,,2007,,,,-%,-,-,,
1685,Ramel Bradley,,,,,2008,,,,5.70%,-,-,8' 2'',6' 5''
1686,Tyrone Brazelton,,,,,2008,,,,8.10%,-,-,7' 10'',6' 1.75''
1687,Takais Brown,,,,,2008,,,,9.20%,-,-,8' 10'',6' 10''
1688,Keith Brumbaugh,,,,,2008,,,,4.00%,-,-,8' 8.5'',6' 7.25''
1689,Stanley Burrell,,,,,2008,,,,5.60%,-,-,8' 1.5'',6' 6.25''
1690,Brian Butch,,,,,2008,,,,10.80%,-,-,9' 0'',6' 11.25''
1691,Jamar Butler,,,,,2008,,,,6.00%,-,-,8' 1'',6' 4.75''
1692,Pat Calathes,,,,,2008,,,,7.30%,-,-,8' 10'',6' 9.75''
1693,Chris Daniels,,,,,2008,,,,16.10%,-,-,9' 1'',7' 0.5''
1694,Marcus Dove,,,,,2008,,,,5.30%,-,-,8' 9'',6' 11.5''
1695,Josh Duncan,,,,,2008,,,,5.40%,-,-,8' 8.5'',6' 11.5''
1696,Frank Elegar,,,,,2008,,,,4.50%,-,-,8' 10'',7' 3.25''
1698,Gary Forbes,,,,,2008,,,,6.50%,-,-,8' 8.5'',6' 11.25''
1699,Shan Foster,,,,,2008,,,,6.30%,-,-,8' 7.5'',6' 11.5''
1700,James Gist,,,,,2008,,,,4.80%,-,-,8' 11.5'',7' 4''
1701,Vladimir Golubovic,,,,,2008,,,,6.90%,-,-,9' 3.5'',7' 2.5''
1702,Kentrell Gransberry,,,,,2008,,,,17.40%,-,-,8' 10'',6' 10.25''
1703,DeVon Hardin,,,,,2008,,,,5.80%,-,-,9' 1.5'',7' 3''
1704,Richard Hendrix,,,,,2008,,,,9.20%,-,-,9' 0'',7' 3''
1705,Kyle Hines,,,,,2008,,,,3.60%,-,-,8' 8.5'',7' 1.25''
1706,Jiri Hubalek,,,,,2008,,,,8.80%,-,-,9' 1'',6' 10.75''
1707,Lester Hudson,,,,,2008,,,,,-,-,,
1708,Othello Hunter,,,,,2008,,,,6.40%,-,-,9' 1.5'',7' 3''
1709,Shawn James,,,,,2008,,,,9.20%,-,-,9' 3'',7' 5''
1710,Davon Jefferson,,,,,2008,,,,12.00%,-,-,8' 9'',6' 9.5''
1711,Joseph Jones,,,,,2008,,,,12.20%,-,-,8' 11'',7' 0.25''
1712,Marcelus Kemp,,,,,2008,,,,9.00%,-,-,8' 7.5'',6' 8.5''
1713,Maarty Leunen,,,,,2008,,,,8.90%,-,-,8' 6.5'',6' 8''
1714,Longar Longar,,,,,2008,,,,10.60%,-,-,9' 1.5'',7' 1.25''
1715,Aleks Maric,,,,,2008,,,,10.10%,-,-,9' 1.5'',7' 1''
1716,James Mays,,,,,2008,,,,8.80%,-,-,8' 9'',7' 1.75''
1717,Drew Neitzel,,,,,2008,,,,6.20%,-,-,7' 11'',6' 2.5''
1718,DeMarcus Nelson,,,,,2008,,,,4.50%,-,-,8' 2.5'',6' 10''
1719,David Padgett,,,,,2008,,,,9.00%,-,-,9' 1.5'',7' 1''
1720,Jeremy Pargo,,,,,2008,,,,7.60%,-,-,8' 0'',6' 5''
1721,Trent Plaisted,,,,,2008,,,,11.00%,-,-,8' 9.5'',6' 10.5''
1722,Quan Prowell,,,,,2008,,,,6.50%,-,-,8' 7.5'',6' 10.5''
1723,Shaun Pruitt,,,,,2008,,,,13.80%,-,-,8' 11.5'',7' 1''
1724,Charles Rhodes,,,,,2008,,,,10.70%,-,-,8' 11.5'',6' 11.25''
1725,John Riek,,,,,2008,,,,11.00%,-,-,,7' 8.75''
1726,Brian Roberts,,,,,2008,,,,3.60%,-,-,7' 11'',6' 1.25''
1727,Russell Robinson,,,,,2008,,,,7.40%,-,-,8' 4.5'',6' 8''
1728,Richard Roby,,,,,2008,,,,9.20%,-,-,8' 8'',6' 9.75''
1729,Ronald Steele,,,,,2008,,,,8.10%,-,-,8' 1.5'',6' 4.25''
1730,Bryce Taylor,,,,,2008,,,,8.30%,-,-,8' 3.5'',6' 9''
1731,Mark Tyndale,,,,,2008,,,,6.70%,-,-,8' 7.5'',6' 11''
1732,Robert Vaden,,,,,2008,,,,6.20%,-,-,8' 5'',6' 8''
1733,Deron Washington,,,,,2008,,,,7.20%,-,-,8' 6.5'',6' 9''
1734,Reggie Williams,,,,,2008,,,,5.30%,-,-,8' 7'',6' 9.25''
1735,Jeff Adrien,,,,,2009,,,,7.90%,-,-,8' 11.5'',7' 2''
1736,Dionte Christmas,,,,,2009,,,,7.10%,-,-,8' 6.5'',6' 9''
1737,Josh Heytvelt,,,,,2009,,,,10.80%,-,-,9' 0'',7' 1.25''
1738,Joe Ingles,,,,,2009,,,,10.10%,-,-,8' 9'',6' 10.25''
1739,Jack McClinton,,,,,2009,,,,6.20%,-,-,8' 0'',6' 2.5''
1740,Jerel McNeal,,,,,2009,,,,5.40%,-,-,8' 3.5'',6' 7.25''
1741,A.J. Price,,,,,2009,,,,12.40%,-,-,8' 1'',6' 3.75''
1742,Tyler Smith,,,,,2009,,,,7.00%,-,-,8' 8.5'',6' 9.75''
1743,Sherron Collins,,,,,2010,,,,9.20%,8.5,9.5,7' 10'',6' 2.5''
1744,Keith Gallon,,,,,2010,,,,15.10%,9.25,10.5,9' 1.5'',7' 4.5''
1745,Charles Garcia,,,,,2010,,,,7.00%,8.75,9,8' 11.5'',7' 1.75''
1746,Manny Harris,,,,,2010,,,,3.80%,8.5,9,8' 6'',6' 7.25''
1747,Sylven Landesberg,,,,,2010,,,,11.60%,8.75,10.75,8' 4.5'',6' 9''
1748,Artsiom Parakhouski,,,,,2010,,,,6.00%,9,10.5,9' 1.5'',7' 1''
1749,Ryan Richards,,,,,2010,,,,8.00%,9,9.75,9' 2'',7' 1.5''
1750,Stanley Robinson,,,,,2010,,,,8.30%,9,9,8' 11.5'',7' 0''
1751,Jon Scheyer,,,,,2010,,,,5.40%,7.75,9.5,8' 3'',6' 3.25''
1752,Mikhail Torrance,,,,,2010,,,,7.00%,8.75,9.5,8' 7'',6' 7.5''
1753,Terrico White,,,,,2010,,,,3.70%,9,10.5,8' 5'',6' 9''
1754,Marshon Brooks,,,,,2011,,,,5.20%,9,10.5,8' 5'',7' 1''
1755,Jon Diebler,,,,,2011,,,,8.50%,8.25,8.25,8' 3'',6' 6''
1756,Michael Dunigan,,,,,2011,,,,8.00%,9,10.75,8' 11.5'',7' 3.25''
1757,LaceDarius Dunn,,,,,2011,,,,5.50%,9,10.25,8' 5'',6' 6.25''
1758,James Fredette,,,,,2011,,,,7.70%,8,8.5,8' 0.5'',6' 4.5''
1759,Scotty Hopson,,,,,2011,,,,4.80%,8.5,10,8' 7.5'',6' 10.5''
1760,Rick Jackson,,,,,2011,,,,8.30%,8.75,9.5,8' 10.5'',7' 2''
1761,David Lighty,,,,,2011,,,,6.50%,9,10,8' 5'',6' 8''
1762,Demetri McCamey,,,,,2011,,,,6.10%,8.5,9,8' 3.5'',6' 6.25''
1763,Marcus Morris,,,,,2011,,,,8.00%,8.25,8.5,8' 9.5'',6' 10''
1764,Jereme Richmond,,,,,2011,,,,5.50%,8.75,9.5,8' 10.5'',6' 10.25''
1765,Jamie Skeen,,,,,2011,,,,9.80%,8.5,8.5,8' 10.5'',7' 1.25''
1766,Gregory Smith,,,,,2011,,,,7.40%,9.75,12,8' 10.5'',7' 2.5''
1767,Malcolm Thomas,,,,,2011,,,,5.90%,9.5,10.5,8' 11.5'',7' 0.5''
1768,Trey Thompkins,,,,,2011,,,,15.50%,9.25,9.75,8' 11.5'',7' 1''
1769,Will Barton,,,,,2012,,,,4.10%,9,9.5,8' 6.5'',6' 9.75''
1770,J'Covan Brown,,,,,2012,,,,12.50%,7.75,8.25,8' 0'',6' 5.25''
1771,William Buford,,,,,2012,,,,11.30%,8.75,10,8' 6'',6' 9.5''
1772,Marcus Denmon,,,,,2012,,,,6.60%,8.25,9.75,7' 10.5'',6' 5''
1773,Drew Gordon,,,,,2012,,,,9.10%,8.5,9.75,8' 7.5'',6' 11.5''
1774,JaMychal Green,,,,,2012,,,,9.80%,9.25,9.25,8' 10.5'',7' 2.25''
1775,Tu Holloway,,,,,2012,,,,8.50%,8.75,10,7' 10.5'',6' 5.5''
1776,Perry Jones,,,,,2012,,,,4.60%,9.25,9.5,8' 11'',7' 1.75''
1777,Kevin Jones,,,,,2012,,,,11.20%,9,7.75,8' 9'',7' 1.5''
1778,Scott Machado,,,,,2012,,,,5.80%,8.5,9.5,7' 10.5'',6' 4''
1779,Henry Sims,,,,,2012,,,,7.70%,9.25,10,9' 0'',7' 4''
1780,Jeff Taylor,,,,,2012,,,,4.20%,8.25,9.75,8' 5.5'',6' 6.25''
1781,Tyshawn Taylor,,,,,2012,,,,4.20%,8.75,8.75,8' 1.5'',6' 6.25''
1782,Jordan Taylor,,,,,2012,,,,5.50%,8.25,9.5,7' 8.5'',6' 3''
1783,Hollis Thompson,,,,,2012,,,,6.00%,8.25,9.75,8' 6.5'',6' 9.5''
1784,Vander Blue,,,,,2013,,,,4.60%,8.5,9.5,8' 4.5'',6' 6''
1785,Trey Burke,,,,,2013,,,,6.90%,8.25,8.75,8' 1.5'',6' 5.5''
1786,Jackie Carmichael,,,,,2013,,,,5.80%,9,10.25,8' 11'',7' 1.5''
1787,Will Clyburn,,,,,2013,,,,6.85%,9.25,10.25,8' 9'',7' 0.25''
1788,Robert Covington,,,,,2013,,,,4.70%,9,8.5,8' 10'',7' 1.75''
1789,Seth Curry,,,,,2013,,,,9.60%,8,8.25,8' 1.5'',6' 4''
1790,Brandon Davies,,,,,2013,,,,8.60%,9,11,9' 0.5'',7' 1.5''
1791,Dewayne Dedmon,,,,,2013,,,,8.35%,9,11,9' 1'',7' 4''
1792,James Ennis,,,,,2013,,,,4.50%,8.5,8.75,8' 8.5'',6' 11.5''
1793,Richard Howell,,,,,2013,,,,8.75%,8.75,9.5,8' 9.5'',6' 10.25''
1794,Colton Iverson,,,,,2013,,,,9.60%,9.25,9.5,9' 2'',7' 2''
1795,Myck Kabongo,,,,,2013,,,,6.00%,8.25,9,8' 2'',6' 6.25''
1796,Kenny Kadji,,,,,2013,,,,7.45%,9,10.25,8' 10.5'',7' 3''
1797,CJ Leslie,,,,,2013,,,,7.95%,8.75,9,8' 8.5'',7' 2.25''
1798,Trevor Mbakwe,,,,,2013,,,,5.90%,9.5,11.5,8' 10.5'',7' 4''
1799,Victor Oladipo,,,,,2013,,,,6.55%,8.75,9.25,8' 4.5'',6' 9.25''
1800,Brandon Paul,,,,,2013,,,,5.25%,8.5,9.5,8' 2'',6' 10.25''
1801,Norvel Pelle,,,,,2013,,,,5.15%,8.75,9.5,9' 1'',7' 2.5''
1802,Otto Porter,,,,,2013,,,,6.65%,8.75,9.25,8' 9.5'',7' 1.5''
1803,Phil Pressey,,,,,2013,,,,4.70%,7.75,9.75,7' 8'',6' 2.25''
1804,James Southerland,,,,,2013,,,,8.05%,8,9.5,8' 10'',7' 1''
1805,Deshaun Thomas,,,,,2013,,,,9.10%,8,8.75,8' 8'',6' 10''
1806,Adonis Thomas,,,,,2013,,,,7.50%,9.25,9.5,8' 3'',7' 1''
1807,BJ Young,,,,,2013,,,,4.70%,8.5,9.5,8' 3'',6' 8.25''
1808,Jordan Bachynski,,,,,2014,,,,7.45%,9.25,10,9' 0.5'',7' 4''
1809,Khem Birch,,,,,2014,,,,6.00%,9,8.5,8' 11'',7' 1''
1810,Jabari Brown,,,,,2014,,,,6.05%,9,9.25,8' 4'',6' 8.25''
1811,Alec Brown,,,,,2014,,,,7.70%,9.25,8.75,9' 1'',7' 1.5''
1812,Deonte Burton,,,,,2014,,,,7.65%,8.25,8,8' 1.5'',6' 7''
1813,Aaron Craft,,,,,2014,,,,6.10%,7.75,8.5,7' 10.5'',6' 2''
1814,DeAndre Daniels,,,,,2014,,,,3.85%,9.25,10.5,8' 10.5'',7' 2''
1815,Melvin Ejim,,,,,2014,,,,6.45%,8.75,9.25,8' 7.5'',6' 11.25''
1816,Tyler Ennis,,,,,2014,,,,6.20%,8.25,8.75,8' 2'',6' 7.25''
1817,C.J. Fair,,,,,2014,,,,5.05%,9,9,8' 8'',6' 9.5''
1818,P.J. Hairston,,,,,2014,,,,8.20%,8.75,9.75,8' 5'',6' 9''
1819,Sean Kilpatrick,,,,,2014,,,,9.20%,9,9,8' 3'',6' 7''
1820,Alex Kirk,,,,,2014,,,,13.60%,9.25,10.5,9' 1.5'',7' 3.5''
1821,Zach LaVine,,,,,2014,,,,4.70%,8.25,8.75,8' 4'',6' 8.25''
1822,James McAdoo,,,,,2014,,,,6.15%,9.25,9,8' 10.5'',7' 2.25''
1823,K.J. McDaniels,,,,,2014,,,,4.45%,8.75,9.75,8' 6'',6' 11.25''
1824,Johnny O?Bryant III,,,,,2014,,,,10.75%,9.25,9.5,8' 9'',7' 2.25''
1825,LaQuinton Ross,,,,,2014,,,,16.30%,8.75,9.75,8' 10'',7' 1.75''
1826,Xavier Thames,,,,,2014,,,,6.40%,8.25,9,8' 0'',6' 4''
1827,Kendall Williams,,,,,2014,,,,7.20%,8,7.75,8' 3'',6' 5.5''
1828,Patric Young,,,,,2014,,,,5.45%,9.25,9.5,8' 7.5'',7' 1.75''
1829,Cliff Alexander,,,,,2015,,,,5.80%,9.5,10.25,9' 1.5'',7' 3.5''
1830,Brandon Ashley,,,,,2015,,,,8.80%,9,9.5,8' 9'',7' 3.75''
1831,Ryan Boatright,,,,,2015,,,,6.60%,7.5,8.75,7' 8.5'',6' 0.5''
1832,Willie Cauley-Stein,,,,,2015,,,,6.30%,9.5,9,9' 3'',7' 3''
1833,Quinn Cook,,,,,2015,,,,6.70%,7.5,8.75,8' 0.5'',6' 4''
1834,Michael Frazier II,,,,,2015,,,,7.40%,8.25,9.25,8' 5.5'',6' 8''
1835,Treveon Graham,,,,,2015,,,,5.50%,8.5,8.25,8' 7'',6' 10.5''
1836,Olivier Hanlan,,,,,2015,,,,4.30%,8,8.75,8' 4'',6' 6''
1837,Aaron Harrison,,,,,2015,,,,6.00%,8.75,10,8' 4.5'',6' 8.25''
1838,Tyler Harvey,,,,,2015,,,,9.20%,7.75,8.75,8' 2.5'',6' 5.5''
